"","name","turtle","from","turtle","to","united"
"919","make-edge","turtle",45,"turtle",18,"make-edge turtle 45 turtle 18"
"920","make-edge","turtle",45,"turtle",19,"make-edge turtle 45 turtle 19"
"921","make-edge","turtle",45,"turtle",20,"make-edge turtle 45 turtle 20"
"922","make-edge","turtle",45,"turtle",21,"make-edge turtle 45 turtle 21"
"923","make-edge","turtle",45,"turtle",22,"make-edge turtle 45 turtle 22"
"924","make-edge","turtle",45,"turtle",23,"make-edge turtle 45 turtle 23"
"925","make-edge","turtle",45,"turtle",24,"make-edge turtle 45 turtle 24"
"926","make-edge","turtle",45,"turtle",25,"make-edge turtle 45 turtle 25"
"927","make-edge","turtle",45,"turtle",26,"make-edge turtle 45 turtle 26"
"928","make-edge","turtle",45,"turtle",27,"make-edge turtle 45 turtle 27"
"929","make-edge","turtle",45,"turtle",28,"make-edge turtle 45 turtle 28"
"930","make-edge","turtle",45,"turtle",29,"make-edge turtle 45 turtle 29"
"931","make-edge","turtle",45,"turtle",30,"make-edge turtle 45 turtle 30"
"932","make-edge","turtle",45,"turtle",31,"make-edge turtle 45 turtle 31"
"933","make-edge","turtle",45,"turtle",32,"make-edge turtle 45 turtle 32"
"934","make-edge","turtle",45,"turtle",33,"make-edge turtle 45 turtle 33"
"935","make-edge","turtle",45,"turtle",34,"make-edge turtle 45 turtle 34"
"936","make-edge","turtle",45,"turtle",35,"make-edge turtle 45 turtle 35"
"937","make-edge","turtle",45,"turtle",36,"make-edge turtle 45 turtle 36"
"938","make-edge","turtle",45,"turtle",37,"make-edge turtle 45 turtle 37"
"939","make-edge","turtle",45,"turtle",38,"make-edge turtle 45 turtle 38"
"940","make-edge","turtle",45,"turtle",39,"make-edge turtle 45 turtle 39"
"941","make-edge","turtle",45,"turtle",40,"make-edge turtle 45 turtle 40"
"942","make-edge","turtle",45,"turtle",41,"make-edge turtle 45 turtle 41"
"943","make-edge","turtle",45,"turtle",42,"make-edge turtle 45 turtle 42"
"944","make-edge","turtle",45,"turtle",43,"make-edge turtle 45 turtle 43"
"945","make-edge","turtle",45,"turtle",44,"make-edge turtle 45 turtle 44"
"946","make-edge","turtle",46,"turtle",1,"make-edge turtle 46 turtle  1"
"947","make-edge","turtle",46,"turtle",2,"make-edge turtle 46 turtle  2"
"948","make-edge","turtle",46,"turtle",3,"make-edge turtle 46 turtle  3"
"949","make-edge","turtle",46,"turtle",5,"make-edge turtle 46 turtle  5"
"950","make-edge","turtle",46,"turtle",6,"make-edge turtle 46 turtle  6"
"951","make-edge","turtle",46,"turtle",7,"make-edge turtle 46 turtle  7"
"952","make-edge","turtle",46,"turtle",8,"make-edge turtle 46 turtle  8"
"953","make-edge","turtle",46,"turtle",9,"make-edge turtle 46 turtle  9"
"954","make-edge","turtle",46,"turtle",10,"make-edge turtle 46 turtle 10"
"955","make-edge","turtle",46,"turtle",11,"make-edge turtle 46 turtle 11"
"956","make-edge","turtle",46,"turtle",12,"make-edge turtle 46 turtle 12"
"957","make-edge","turtle",46,"turtle",13,"make-edge turtle 46 turtle 13"
"958","make-edge","turtle",46,"turtle",14,"make-edge turtle 46 turtle 14"
"959","make-edge","turtle",46,"turtle",16,"make-edge turtle 46 turtle 16"
"960","make-edge","turtle",46,"turtle",17,"make-edge turtle 46 turtle 17"
"961","make-edge","turtle",46,"turtle",18,"make-edge turtle 46 turtle 18"
"962","make-edge","turtle",46,"turtle",19,"make-edge turtle 46 turtle 19"
"963","make-edge","turtle",46,"turtle",20,"make-edge turtle 46 turtle 20"
"964","make-edge","turtle",46,"turtle",21,"make-edge turtle 46 turtle 21"
"965","make-edge","turtle",46,"turtle",22,"make-edge turtle 46 turtle 22"
"966","make-edge","turtle",46,"turtle",23,"make-edge turtle 46 turtle 23"
"967","make-edge","turtle",46,"turtle",24,"make-edge turtle 46 turtle 24"
"968","make-edge","turtle",46,"turtle",25,"make-edge turtle 46 turtle 25"
"969","make-edge","turtle",46,"turtle",26,"make-edge turtle 46 turtle 26"
"970","make-edge","turtle",46,"turtle",27,"make-edge turtle 46 turtle 27"
"971","make-edge","turtle",46,"turtle",28,"make-edge turtle 46 turtle 28"
"972","make-edge","turtle",46,"turtle",29,"make-edge turtle 46 turtle 29"
"973","make-edge","turtle",46,"turtle",30,"make-edge turtle 46 turtle 30"
"974","make-edge","turtle",46,"turtle",31,"make-edge turtle 46 turtle 31"
"975","make-edge","turtle",46,"turtle",32,"make-edge turtle 46 turtle 32"
"976","make-edge","turtle",46,"turtle",33,"make-edge turtle 46 turtle 33"
"977","make-edge","turtle",46,"turtle",34,"make-edge turtle 46 turtle 34"
"978","make-edge","turtle",46,"turtle",36,"make-edge turtle 46 turtle 36"
"979","make-edge","turtle",46,"turtle",37,"make-edge turtle 46 turtle 37"
"980","make-edge","turtle",46,"turtle",38,"make-edge turtle 46 turtle 38"
"981","make-edge","turtle",46,"turtle",41,"make-edge turtle 46 turtle 41"
"982","make-edge","turtle",46,"turtle",42,"make-edge turtle 46 turtle 42"
"983","make-edge","turtle",46,"turtle",43,"make-edge turtle 46 turtle 43"
"984","make-edge","turtle",46,"turtle",44,"make-edge turtle 46 turtle 44"
"985","make-edge","turtle",46,"turtle",45,"make-edge turtle 46 turtle 45"
"986","make-edge","turtle",47,"turtle",1,"make-edge turtle 47 turtle  1"
"987","make-edge","turtle",47,"turtle",2,"make-edge turtle 47 turtle  2"
"988","make-edge","turtle",47,"turtle",3,"make-edge turtle 47 turtle  3"
"989","make-edge","turtle",47,"turtle",4,"make-edge turtle 47 turtle  4"
"990","make-edge","turtle",47,"turtle",6,"make-edge turtle 47 turtle  6"
"991","make-edge","turtle",47,"turtle",7,"make-edge turtle 47 turtle  7"
"992","make-edge","turtle",47,"turtle",8,"make-edge turtle 47 turtle  8"
"993","make-edge","turtle",47,"turtle",10,"make-edge turtle 47 turtle 10"
"994","make-edge","turtle",47,"turtle",11,"make-edge turtle 47 turtle 11"
"995","make-edge","turtle",47,"turtle",13,"make-edge turtle 47 turtle 13"
"996","make-edge","turtle",47,"turtle",14,"make-edge turtle 47 turtle 14"
"997","make-edge","turtle",47,"turtle",15,"make-edge turtle 47 turtle 15"
"998","make-edge","turtle",47,"turtle",16,"make-edge turtle 47 turtle 16"
"999","make-edge","turtle",47,"turtle",17,"make-edge turtle 47 turtle 17"
"1000","make-edge","turtle",47,"turtle",18,"make-edge turtle 47 turtle 18"
"1001","make-edge","turtle",47,"turtle",19,"make-edge turtle 47 turtle 19"
"1002","make-edge","turtle",47,"turtle",20,"make-edge turtle 47 turtle 20"
"1003","make-edge","turtle",47,"turtle",21,"make-edge turtle 47 turtle 21"
"1004","make-edge","turtle",47,"turtle",22,"make-edge turtle 47 turtle 22"
"1005","make-edge","turtle",47,"turtle",23,"make-edge turtle 47 turtle 23"
"1006","make-edge","turtle",47,"turtle",24,"make-edge turtle 47 turtle 24"
"1007","make-edge","turtle",47,"turtle",25,"make-edge turtle 47 turtle 25"
"1008","make-edge","turtle",47,"turtle",26,"make-edge turtle 47 turtle 26"
"1009","make-edge","turtle",47,"turtle",27,"make-edge turtle 47 turtle 27"
"1010","make-edge","turtle",47,"turtle",28,"make-edge turtle 47 turtle 28"
"1011","make-edge","turtle",47,"turtle",29,"make-edge turtle 47 turtle 29"
"1012","make-edge","turtle",47,"turtle",30,"make-edge turtle 47 turtle 30"
"1013","make-edge","turtle",47,"turtle",31,"make-edge turtle 47 turtle 31"
"1014","make-edge","turtle",47,"turtle",32,"make-edge turtle 47 turtle 32"
"1015","make-edge","turtle",47,"turtle",34,"make-edge turtle 47 turtle 34"
"1016","make-edge","turtle",47,"turtle",35,"make-edge turtle 47 turtle 35"
"1017","make-edge","turtle",47,"turtle",36,"make-edge turtle 47 turtle 36"
"1018","make-edge","turtle",47,"turtle",37,"make-edge turtle 47 turtle 37"
"1019","make-edge","turtle",47,"turtle",38,"make-edge turtle 47 turtle 38"
"1020","make-edge","turtle",47,"turtle",39,"make-edge turtle 47 turtle 39"
"1021","make-edge","turtle",47,"turtle",40,"make-edge turtle 47 turtle 40"
"1022","make-edge","turtle",47,"turtle",41,"make-edge turtle 47 turtle 41"
"1023","make-edge","turtle",47,"turtle",42,"make-edge turtle 47 turtle 42"
"1024","make-edge","turtle",47,"turtle",43,"make-edge turtle 47 turtle 43"
"1025","make-edge","turtle",47,"turtle",44,"make-edge turtle 47 turtle 44"
"1026","make-edge","turtle",47,"turtle",45,"make-edge turtle 47 turtle 45"
"1027","make-edge","turtle",47,"turtle",46,"make-edge turtle 47 turtle 46"
"1028","make-edge","turtle",48,"turtle",1,"make-edge turtle 48 turtle  1"
"1029","make-edge","turtle",48,"turtle",2,"make-edge turtle 48 turtle  2"
"1030","make-edge","turtle",48,"turtle",3,"make-edge turtle 48 turtle  3"
"1031","make-edge","turtle",48,"turtle",4,"make-edge turtle 48 turtle  4"
"1032","make-edge","turtle",48,"turtle",5,"make-edge turtle 48 turtle  5"
"1033","make-edge","turtle",48,"turtle",6,"make-edge turtle 48 turtle  6"
"1034","make-edge","turtle",48,"turtle",7,"make-edge turtle 48 turtle  7"
"1035","make-edge","turtle",48,"turtle",8,"make-edge turtle 48 turtle  8"
"1036","make-edge","turtle",48,"turtle",9,"make-edge turtle 48 turtle  9"
"1037","make-edge","turtle",48,"turtle",10,"make-edge turtle 48 turtle 10"
"1038","make-edge","turtle",48,"turtle",11,"make-edge turtle 48 turtle 11"
"1039","make-edge","turtle",48,"turtle",12,"make-edge turtle 48 turtle 12"
"1040","make-edge","turtle",48,"turtle",13,"make-edge turtle 48 turtle 13"
"1041","make-edge","turtle",48,"turtle",14,"make-edge turtle 48 turtle 14"
"1042","make-edge","turtle",48,"turtle",15,"make-edge turtle 48 turtle 15"
"1043","make-edge","turtle",48,"turtle",16,"make-edge turtle 48 turtle 16"
"1044","make-edge","turtle",48,"turtle",17,"make-edge turtle 48 turtle 17"
"1045","make-edge","turtle",48,"turtle",18,"make-edge turtle 48 turtle 18"
"1046","make-edge","turtle",48,"turtle",19,"make-edge turtle 48 turtle 19"
"1047","make-edge","turtle",48,"turtle",20,"make-edge turtle 48 turtle 20"
"1048","make-edge","turtle",48,"turtle",21,"make-edge turtle 48 turtle 21"
"1049","make-edge","turtle",48,"turtle",22,"make-edge turtle 48 turtle 22"
"1050","make-edge","turtle",48,"turtle",23,"make-edge turtle 48 turtle 23"
"1051","make-edge","turtle",48,"turtle",24,"make-edge turtle 48 turtle 24"
"1052","make-edge","turtle",48,"turtle",25,"make-edge turtle 48 turtle 25"
"1053","make-edge","turtle",48,"turtle",26,"make-edge turtle 48 turtle 26"
"1054","make-edge","turtle",48,"turtle",27,"make-edge turtle 48 turtle 27"
"1055","make-edge","turtle",48,"turtle",28,"make-edge turtle 48 turtle 28"
"1056","make-edge","turtle",48,"turtle",29,"make-edge turtle 48 turtle 29"
"1057","make-edge","turtle",48,"turtle",30,"make-edge turtle 48 turtle 30"
"1058","make-edge","turtle",48,"turtle",31,"make-edge turtle 48 turtle 31"
"1059","make-edge","turtle",48,"turtle",32,"make-edge turtle 48 turtle 32"
"1060","make-edge","turtle",48,"turtle",33,"make-edge turtle 48 turtle 33"
"1061","make-edge","turtle",48,"turtle",34,"make-edge turtle 48 turtle 34"
"1062","make-edge","turtle",48,"turtle",35,"make-edge turtle 48 turtle 35"
"1063","make-edge","turtle",48,"turtle",36,"make-edge turtle 48 turtle 36"
"1064","make-edge","turtle",48,"turtle",37,"make-edge turtle 48 turtle 37"
"1065","make-edge","turtle",48,"turtle",38,"make-edge turtle 48 turtle 38"
"1066","make-edge","turtle",48,"turtle",39,"make-edge turtle 48 turtle 39"
"1067","make-edge","turtle",48,"turtle",40,"make-edge turtle 48 turtle 40"
"1068","make-edge","turtle",48,"turtle",41,"make-edge turtle 48 turtle 41"
"1069","make-edge","turtle",48,"turtle",42,"make-edge turtle 48 turtle 42"
"1070","make-edge","turtle",48,"turtle",43,"make-edge turtle 48 turtle 43"
"1071","make-edge","turtle",48,"turtle",46,"make-edge turtle 48 turtle 46"
"1072","make-edge","turtle",48,"turtle",47,"make-edge turtle 48 turtle 47"
"1073","make-edge","turtle",49,"turtle",1,"make-edge turtle 49 turtle  1"
"1074","make-edge","turtle",49,"turtle",2,"make-edge turtle 49 turtle  2"
"1075","make-edge","turtle",49,"turtle",3,"make-edge turtle 49 turtle  3"
"1076","make-edge","turtle",49,"turtle",5,"make-edge turtle 49 turtle  5"
"1077","make-edge","turtle",49,"turtle",6,"make-edge turtle 49 turtle  6"
"1078","make-edge","turtle",49,"turtle",7,"make-edge turtle 49 turtle  7"
"1079","make-edge","turtle",49,"turtle",8,"make-edge turtle 49 turtle  8"
"1080","make-edge","turtle",49,"turtle",9,"make-edge turtle 49 turtle  9"
"1081","make-edge","turtle",49,"turtle",10,"make-edge turtle 49 turtle 10"
"1082","make-edge","turtle",49,"turtle",11,"make-edge turtle 49 turtle 11"
"1083","make-edge","turtle",49,"turtle",12,"make-edge turtle 49 turtle 12"
"1084","make-edge","turtle",49,"turtle",13,"make-edge turtle 49 turtle 13"
"1085","make-edge","turtle",49,"turtle",14,"make-edge turtle 49 turtle 14"
"1086","make-edge","turtle",49,"turtle",15,"make-edge turtle 49 turtle 15"
"1087","make-edge","turtle",49,"turtle",17,"make-edge turtle 49 turtle 17"
"1088","make-edge","turtle",49,"turtle",18,"make-edge turtle 49 turtle 18"
"1089","make-edge","turtle",49,"turtle",19,"make-edge turtle 49 turtle 19"
"1090","make-edge","turtle",49,"turtle",20,"make-edge turtle 49 turtle 20"
"1091","make-edge","turtle",49,"turtle",21,"make-edge turtle 49 turtle 21"
"1092","make-edge","turtle",49,"turtle",22,"make-edge turtle 49 turtle 22"
"1093","make-edge","turtle",49,"turtle",23,"make-edge turtle 49 turtle 23"
"1094","make-edge","turtle",49,"turtle",24,"make-edge turtle 49 turtle 24"
"1095","make-edge","turtle",49,"turtle",25,"make-edge turtle 49 turtle 25"
"1096","make-edge","turtle",49,"turtle",26,"make-edge turtle 49 turtle 26"
"1097","make-edge","turtle",49,"turtle",27,"make-edge turtle 49 turtle 27"
"1098","make-edge","turtle",49,"turtle",28,"make-edge turtle 49 turtle 28"
"1099","make-edge","turtle",49,"turtle",29,"make-edge turtle 49 turtle 29"
"1100","make-edge","turtle",49,"turtle",30,"make-edge turtle 49 turtle 30"
"1101","make-edge","turtle",49,"turtle",31,"make-edge turtle 49 turtle 31"
"1102","make-edge","turtle",49,"turtle",32,"make-edge turtle 49 turtle 32"
"1103","make-edge","turtle",49,"turtle",33,"make-edge turtle 49 turtle 33"
"1104","make-edge","turtle",49,"turtle",34,"make-edge turtle 49 turtle 34"
"1105","make-edge","turtle",49,"turtle",35,"make-edge turtle 49 turtle 35"
"1106","make-edge","turtle",49,"turtle",36,"make-edge turtle 49 turtle 36"
"1107","make-edge","turtle",49,"turtle",37,"make-edge turtle 49 turtle 37"
"1108","make-edge","turtle",49,"turtle",38,"make-edge turtle 49 turtle 38"
"1109","make-edge","turtle",49,"turtle",39,"make-edge turtle 49 turtle 39"
"1110","make-edge","turtle",49,"turtle",40,"make-edge turtle 49 turtle 40"
"1111","make-edge","turtle",49,"turtle",41,"make-edge turtle 49 turtle 41"
"1112","make-edge","turtle",49,"turtle",42,"make-edge turtle 49 turtle 42"
"1113","make-edge","turtle",49,"turtle",43,"make-edge turtle 49 turtle 43"
"1114","make-edge","turtle",49,"turtle",44,"make-edge turtle 49 turtle 44"
"1115","make-edge","turtle",49,"turtle",45,"make-edge turtle 49 turtle 45"
"1116","make-edge","turtle",49,"turtle",46,"make-edge turtle 49 turtle 46"
"1117","make-edge","turtle",49,"turtle",47,"make-edge turtle 49 turtle 47"
"1118","make-edge","turtle",49,"turtle",48,"make-edge turtle 49 turtle 48"
"1119","make-edge","turtle",50,"turtle",1,"make-edge turtle 50 turtle  1"
"1120","make-edge","turtle",50,"turtle",2,"make-edge turtle 50 turtle  2"
"1121","make-edge","turtle",50,"turtle",3,"make-edge turtle 50 turtle  3"
"1122","make-edge","turtle",50,"turtle",4,"make-edge turtle 50 turtle  4"
"1123","make-edge","turtle",50,"turtle",5,"make-edge turtle 50 turtle  5"
"1124","make-edge","turtle",50,"turtle",6,"make-edge turtle 50 turtle  6"
"1125","make-edge","turtle",50,"turtle",7,"make-edge turtle 50 turtle  7"
"1126","make-edge","turtle",50,"turtle",8,"make-edge turtle 50 turtle  8"
"1127","make-edge","turtle",50,"turtle",9,"make-edge turtle 50 turtle  9"
"1128","make-edge","turtle",50,"turtle",11,"make-edge turtle 50 turtle 11"
"1129","make-edge","turtle",50,"turtle",12,"make-edge turtle 50 turtle 12"
"1130","make-edge","turtle",50,"turtle",14,"make-edge turtle 50 turtle 14"
"1131","make-edge","turtle",50,"turtle",15,"make-edge turtle 50 turtle 15"
"1132","make-edge","turtle",50,"turtle",16,"make-edge turtle 50 turtle 16"
"1133","make-edge","turtle",50,"turtle",18,"make-edge turtle 50 turtle 18"
"1134","make-edge","turtle",50,"turtle",19,"make-edge turtle 50 turtle 19"
"1135","make-edge","turtle",50,"turtle",20,"make-edge turtle 50 turtle 20"
"1136","make-edge","turtle",50,"turtle",21,"make-edge turtle 50 turtle 21"
"1137","make-edge","turtle",50,"turtle",22,"make-edge turtle 50 turtle 22"
"1138","make-edge","turtle",50,"turtle",23,"make-edge turtle 50 turtle 23"
"1139","make-edge","turtle",50,"turtle",24,"make-edge turtle 50 turtle 24"
"1140","make-edge","turtle",50,"turtle",25,"make-edge turtle 50 turtle 25"
"1141","make-edge","turtle",50,"turtle",26,"make-edge turtle 50 turtle 26"
"1142","make-edge","turtle",50,"turtle",27,"make-edge turtle 50 turtle 27"
"1143","make-edge","turtle",50,"turtle",28,"make-edge turtle 50 turtle 28"
"1144","make-edge","turtle",50,"turtle",29,"make-edge turtle 50 turtle 29"
"1145","make-edge","turtle",50,"turtle",30,"make-edge turtle 50 turtle 30"
"1146","make-edge","turtle",50,"turtle",31,"make-edge turtle 50 turtle 31"
"1147","make-edge","turtle",50,"turtle",32,"make-edge turtle 50 turtle 32"
"1148","make-edge","turtle",50,"turtle",33,"make-edge turtle 50 turtle 33"
"1149","make-edge","turtle",50,"turtle",34,"make-edge turtle 50 turtle 34"
"1150","make-edge","turtle",50,"turtle",35,"make-edge turtle 50 turtle 35"
"1151","make-edge","turtle",50,"turtle",36,"make-edge turtle 50 turtle 36"
"1152","make-edge","turtle",50,"turtle",37,"make-edge turtle 50 turtle 37"
"1153","make-edge","turtle",50,"turtle",38,"make-edge turtle 50 turtle 38"
"1154","make-edge","turtle",50,"turtle",39,"make-edge turtle 50 turtle 39"
"1155","make-edge","turtle",50,"turtle",40,"make-edge turtle 50 turtle 40"
"1156","make-edge","turtle",50,"turtle",41,"make-edge turtle 50 turtle 41"
"1157","make-edge","turtle",50,"turtle",42,"make-edge turtle 50 turtle 42"
"1158","make-edge","turtle",50,"turtle",43,"make-edge turtle 50 turtle 43"
"1159","make-edge","turtle",50,"turtle",44,"make-edge turtle 50 turtle 44"
"1160","make-edge","turtle",50,"turtle",45,"make-edge turtle 50 turtle 45"
"1161","make-edge","turtle",50,"turtle",46,"make-edge turtle 50 turtle 46"
"1162","make-edge","turtle",50,"turtle",47,"make-edge turtle 50 turtle 47"
"1163","make-edge","turtle",50,"turtle",48,"make-edge turtle 50 turtle 48"
"1164","make-edge","turtle",50,"turtle",49,"make-edge turtle 50 turtle 49"
"1165","make-edge","turtle",51,"turtle",1,"make-edge turtle 51 turtle  1"
"1166","make-edge","turtle",51,"turtle",2,"make-edge turtle 51 turtle  2"
"1167","make-edge","turtle",51,"turtle",3,"make-edge turtle 51 turtle  3"
"1168","make-edge","turtle",51,"turtle",4,"make-edge turtle 51 turtle  4"
"1169","make-edge","turtle",51,"turtle",5,"make-edge turtle 51 turtle  5"
"1170","make-edge","turtle",51,"turtle",6,"make-edge turtle 51 turtle  6"
"1171","make-edge","turtle",51,"turtle",7,"make-edge turtle 51 turtle  7"
"1172","make-edge","turtle",51,"turtle",8,"make-edge turtle 51 turtle  8"
"1173","make-edge","turtle",51,"turtle",10,"make-edge turtle 51 turtle 10"
"1174","make-edge","turtle",51,"turtle",12,"make-edge turtle 51 turtle 12"
"1175","make-edge","turtle",51,"turtle",13,"make-edge turtle 51 turtle 13"
"1176","make-edge","turtle",51,"turtle",14,"make-edge turtle 51 turtle 14"
"1177","make-edge","turtle",51,"turtle",15,"make-edge turtle 51 turtle 15"
"1178","make-edge","turtle",51,"turtle",16,"make-edge turtle 51 turtle 16"
"1179","make-edge","turtle",51,"turtle",17,"make-edge turtle 51 turtle 17"
"1180","make-edge","turtle",51,"turtle",18,"make-edge turtle 51 turtle 18"
"1181","make-edge","turtle",51,"turtle",19,"make-edge turtle 51 turtle 19"
"1182","make-edge","turtle",51,"turtle",20,"make-edge turtle 51 turtle 20"
"1183","make-edge","turtle",51,"turtle",21,"make-edge turtle 51 turtle 21"
"1184","make-edge","turtle",51,"turtle",22,"make-edge turtle 51 turtle 22"
"1185","make-edge","turtle",51,"turtle",23,"make-edge turtle 51 turtle 23"
"1186","make-edge","turtle",51,"turtle",24,"make-edge turtle 51 turtle 24"
"1187","make-edge","turtle",51,"turtle",25,"make-edge turtle 51 turtle 25"
"1188","make-edge","turtle",51,"turtle",26,"make-edge turtle 51 turtle 26"
"1189","make-edge","turtle",51,"turtle",27,"make-edge turtle 51 turtle 27"
"1190","make-edge","turtle",51,"turtle",28,"make-edge turtle 51 turtle 28"
"1191","make-edge","turtle",51,"turtle",29,"make-edge turtle 51 turtle 29"
"1192","make-edge","turtle",51,"turtle",30,"make-edge turtle 51 turtle 30"
"1193","make-edge","turtle",51,"turtle",31,"make-edge turtle 51 turtle 31"
"1194","make-edge","turtle",51,"turtle",32,"make-edge turtle 51 turtle 32"
"1195","make-edge","turtle",51,"turtle",33,"make-edge turtle 51 turtle 33"
"1196","make-edge","turtle",51,"turtle",34,"make-edge turtle 51 turtle 34"
"1197","make-edge","turtle",51,"turtle",35,"make-edge turtle 51 turtle 35"
"1198","make-edge","turtle",51,"turtle",36,"make-edge turtle 51 turtle 36"
"1199","make-edge","turtle",51,"turtle",37,"make-edge turtle 51 turtle 37"
"1200","make-edge","turtle",51,"turtle",38,"make-edge turtle 51 turtle 38"
"1201","make-edge","turtle",51,"turtle",39,"make-edge turtle 51 turtle 39"
"1202","make-edge","turtle",51,"turtle",40,"make-edge turtle 51 turtle 40"
"1203","make-edge","turtle",51,"turtle",41,"make-edge turtle 51 turtle 41"
"1204","make-edge","turtle",51,"turtle",42,"make-edge turtle 51 turtle 42"
"1205","make-edge","turtle",51,"turtle",43,"make-edge turtle 51 turtle 43"
"1206","make-edge","turtle",51,"turtle",44,"make-edge turtle 51 turtle 44"
"1207","make-edge","turtle",51,"turtle",45,"make-edge turtle 51 turtle 45"
"1208","make-edge","turtle",51,"turtle",46,"make-edge turtle 51 turtle 46"
"1209","make-edge","turtle",51,"turtle",47,"make-edge turtle 51 turtle 47"
"1210","make-edge","turtle",51,"turtle",48,"make-edge turtle 51 turtle 48"
"1211","make-edge","turtle",51,"turtle",49,"make-edge turtle 51 turtle 49"
"1212","make-edge","turtle",51,"turtle",50,"make-edge turtle 51 turtle 50"
"1213","make-edge","turtle",52,"turtle",1,"make-edge turtle 52 turtle  1"
"1214","make-edge","turtle",52,"turtle",2,"make-edge turtle 52 turtle  2"
"1215","make-edge","turtle",52,"turtle",3,"make-edge turtle 52 turtle  3"
"1216","make-edge","turtle",52,"turtle",4,"make-edge turtle 52 turtle  4"
"1217","make-edge","turtle",52,"turtle",5,"make-edge turtle 52 turtle  5"
"1218","make-edge","turtle",52,"turtle",6,"make-edge turtle 52 turtle  6"
"1219","make-edge","turtle",52,"turtle",7,"make-edge turtle 52 turtle  7"
"1220","make-edge","turtle",52,"turtle",8,"make-edge turtle 52 turtle  8"
"1221","make-edge","turtle",52,"turtle",9,"make-edge turtle 52 turtle  9"
"1222","make-edge","turtle",52,"turtle",10,"make-edge turtle 52 turtle 10"
"1223","make-edge","turtle",52,"turtle",11,"make-edge turtle 52 turtle 11"
"1224","make-edge","turtle",52,"turtle",12,"make-edge turtle 52 turtle 12"
"1225","make-edge","turtle",52,"turtle",13,"make-edge turtle 52 turtle 13"
"1226","make-edge","turtle",52,"turtle",14,"make-edge turtle 52 turtle 14"
"1227","make-edge","turtle",52,"turtle",15,"make-edge turtle 52 turtle 15"
"1228","make-edge","turtle",52,"turtle",16,"make-edge turtle 52 turtle 16"
"1229","make-edge","turtle",52,"turtle",17,"make-edge turtle 52 turtle 17"
"1230","make-edge","turtle",52,"turtle",18,"make-edge turtle 52 turtle 18"
"1231","make-edge","turtle",52,"turtle",19,"make-edge turtle 52 turtle 19"
"1232","make-edge","turtle",52,"turtle",20,"make-edge turtle 52 turtle 20"
"1233","make-edge","turtle",52,"turtle",21,"make-edge turtle 52 turtle 21"
"1234","make-edge","turtle",52,"turtle",22,"make-edge turtle 52 turtle 22"
"1235","make-edge","turtle",52,"turtle",23,"make-edge turtle 52 turtle 23"
"1236","make-edge","turtle",52,"turtle",24,"make-edge turtle 52 turtle 24"
"1237","make-edge","turtle",52,"turtle",25,"make-edge turtle 52 turtle 25"
"1238","make-edge","turtle",52,"turtle",26,"make-edge turtle 52 turtle 26"
"1239","make-edge","turtle",52,"turtle",27,"make-edge turtle 52 turtle 27"
"1240","make-edge","turtle",52,"turtle",28,"make-edge turtle 52 turtle 28"
"1241","make-edge","turtle",52,"turtle",29,"make-edge turtle 52 turtle 29"
"1242","make-edge","turtle",52,"turtle",30,"make-edge turtle 52 turtle 30"
"1243","make-edge","turtle",52,"turtle",31,"make-edge turtle 52 turtle 31"
"1244","make-edge","turtle",52,"turtle",32,"make-edge turtle 52 turtle 32"
"1245","make-edge","turtle",52,"turtle",33,"make-edge turtle 52 turtle 33"
"1246","make-edge","turtle",52,"turtle",34,"make-edge turtle 52 turtle 34"
"1247","make-edge","turtle",52,"turtle",35,"make-edge turtle 52 turtle 35"
"1248","make-edge","turtle",52,"turtle",36,"make-edge turtle 52 turtle 36"
"1249","make-edge","turtle",52,"turtle",37,"make-edge turtle 52 turtle 37"
"1250","make-edge","turtle",52,"turtle",38,"make-edge turtle 52 turtle 38"
"1251","make-edge","turtle",52,"turtle",39,"make-edge turtle 52 turtle 39"
"1252","make-edge","turtle",52,"turtle",40,"make-edge turtle 52 turtle 40"
"1253","make-edge","turtle",52,"turtle",41,"make-edge turtle 52 turtle 41"
"1254","make-edge","turtle",52,"turtle",42,"make-edge turtle 52 turtle 42"
"1255","make-edge","turtle",52,"turtle",43,"make-edge turtle 52 turtle 43"
"1256","make-edge","turtle",52,"turtle",44,"make-edge turtle 52 turtle 44"
"1257","make-edge","turtle",52,"turtle",45,"make-edge turtle 52 turtle 45"
"1258","make-edge","turtle",52,"turtle",47,"make-edge turtle 52 turtle 47"
"1259","make-edge","turtle",52,"turtle",48,"make-edge turtle 52 turtle 48"
"1260","make-edge","turtle",52,"turtle",49,"make-edge turtle 52 turtle 49"
"1261","make-edge","turtle",52,"turtle",50,"make-edge turtle 52 turtle 50"
"1262","make-edge","turtle",52,"turtle",51,"make-edge turtle 52 turtle 51"
"1263","make-edge","turtle",53,"turtle",1,"make-edge turtle 53 turtle  1"
"1264","make-edge","turtle",53,"turtle",2,"make-edge turtle 53 turtle  2"
"1265","make-edge","turtle",53,"turtle",3,"make-edge turtle 53 turtle  3"
"1266","make-edge","turtle",53,"turtle",4,"make-edge turtle 53 turtle  4"
"1267","make-edge","turtle",53,"turtle",5,"make-edge turtle 53 turtle  5"
"1268","make-edge","turtle",53,"turtle",6,"make-edge turtle 53 turtle  6"
"1269","make-edge","turtle",53,"turtle",7,"make-edge turtle 53 turtle  7"
